Project,StudyArea,Transect,Point,Protocol,Visit,Date,StartTime,EndTime,ObservTime,TimeBinID,TimeBin,Count,Spp,CommonName,ScientificName,DetectionCue,DistanceBinID,DistanceBin,PointNote,ObservationNote,Researcher,DataStatus,DuplicateIndividualInd,NoiseLevelCd,BreedingStatusKBOCd,DetectionLocationNm,KBO_History
CHRISADLAM,LS,P3,3,KBO_VRPC_4,1,6/21/18,5:57:00,6:07:00,6:04:00,8,8,2,NAWA,Nashville Warbler,Oreothlypis ruficapilla,V,25,25,Somes LS,VC,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P3,3,KBO_VRPC_4,2,6/23/18,9:00:00,9:10:00,9:00:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,S,55,55,Somes LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P3,3,KBO_VRPC_4,2,6/23/18,9:00:00,9:10:00,9:00:00,1,1,1,AMRO,American Robin,Turdus migratorius,S,45,45,Somes LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P3,3,KBO_VRPC_4,2,6/23/18,9:00:00,9:10:00,9:00:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,70,70,Somes LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P3,3,KBO_VRPC_4,2,6/23/18,9:00:00,9:10:00,9:00:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,60,60,Somes LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P3,3,KBO_VRPC_4,2,6/23/18,9:00:00,9:10:00,9:01:00,2,2,1,AMRO,American Robin,Turdus migratorius,V,35,35,Somes LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P3,3,KBO_VRPC_4,2,6/23/18,9:00:00,9:10:00,9:01:00,2,2,1,SPTO,Spotted Towhee,Pipilo maculatus,S,25,25,Somes LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P3,3,KBO_VRPC_4,2,6/23/18,9:00:00,9:10:00,9:05:00,6,6,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,150,150,Somes LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P3,3,KBO_VRPC_4,2,6/23/18,9:00:00,9:10:00,9:05:00,6,6,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,90,90,Somes LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P3,3,KBO_VRPC_4,2,6/23/18,9:00:00,9:10:00,9:06:00,7,7,1,ACWO,Acorn Woodpecker,Melanerpes formicivorus,S,180,180,Somes LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P3,3,KBO_VRPC_4,2,6/23/18,9:00:00,9:10:00,9:06:00,7,7,1,HUVI,Hutton's Vireo,Vireo huttoni,S,90,90,Somes LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P3,3,KBO_VRPC_4,2,6/23/18,9:00:00,9:10:00,9:08:00,9,9,1,CAVI,Cassin's Vireo,Vireo cassinii,S,35,35,Somes LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,2,6/23/18,6:20:00,6:30:00,6:20:00,1,1,1,MAWA,Magnolia Warbler,Setophaga magnolia,S,40,40,Somes HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,2,6/23/18,6:20:00,6:30:00,6:20:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,S,75,75,Somes HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,2,6/23/18,6:20:00,6:30:00,6:20:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,65,65,Somes HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,2,6/23/18,6:20:00,6:30:00,6:20:00,1,1,2,ACWO,Acorn Woodpecker,Melanerpes formicivorus,C,20,20,Somes HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,2,6/23/18,6:20:00,6:30:00,6:20:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,V,30,30,Somes HS,VC,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,2,6/23/18,6:20:00,6:30:00,6:21:00,2,2,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,45,45,Somes HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,2,6/23/18,6:20:00,6:30:00,6:21:00,2,2,1,SPTO,Spotted Towhee,Pipilo maculatus,S,45,45,Somes HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,2,6/23/18,6:20:00,6:30:00,6:21:00,2,2,1,XXHU,Unid. Hummingbird,Trochilidae sp.,C,10,10,Somes HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,2,6/23/18,6:20:00,6:30:00,6:25:00,6,6,1,WREN,Wrentit,Chamaea fasciata,S,75,75,Somes HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,2,6/23/18,6:20:00,6:30:00,6:25:00,6,6,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,80,80,Somes HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,2,6/23/18,6:20:00,6:30:00,6:27:00,8,8,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,V,35,35,Somes HS,VC,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,2,6/23/18,6:20:00,6:30:00,6:29:00,10,10,2,WREN,Wrentit,Chamaea fasciata,S,40,40,Somes HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,2,6/23/18,6:20:00,6:30:00,6:20:00,1,1,1,MAWA,Magnolia Warbler,Setophaga magnolia,S,60,60,Somes HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,2,6/23/18,6:20:00,6:30:00,6:20:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,60,60,Somes HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,1,6/21/18,9:15:00,9:25:00,9:15:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,100,100,SOMES HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,1,6/21/18,9:15:00,9:25:00,9:17:00,3,3,1,ACWO,Acorn Woodpecker,Melanerpes formicivorus,V,140,140,SOMES HS,VC,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,1,6/21/18,9:15:00,9:25:00,9:17:00,3,3,1,STJA,Steller's Jay,Cyanocitta stelleri,V,70,70,SOMES HS,VC,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,1,6/21/18,9:15:00,9:25:00,9:19:00,5,5,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,70,70,SOMES HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,1,6/21/18,9:15:00,9:25:00,9:20:00,6,6,1,WETA,Western Tanager,Piranga ludoviciana,S,150,150,SOMES HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,1,6/21/18,9:15:00,9:25:00,9:20:00,6,6,1,ACWO,Acorn Woodpecker,Melanerpes formicivorus,C,140,140,SOMES HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,1,6/21/18,9:15:00,9:25:00,9:20:00,6,6,1,STJA,Steller's Jay,Cyanocitta stelleri,V,30,30,SOMES HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,1,6/21/18,9:15:00,9:25:00,9:21:00,7,7,1,SPTO,Spotted Towhee,Pipilo maculatus,C,20,20,SOMES HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,1,6/21/18,9:15:00,9:25:00,9:22:00,8,8,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,V,55,55,SOMES HS,VC,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,1,6/21/18,9:15:00,9:25:00,9:23:00,9,9,1,TUVU,Turkey Vulture,Cathartes aura,V,20,20,SOMES HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P2,2,KBO_VRPC_4,1,6/21/18,9:15:00,9:25:00,9:23:00,9,9,1,SPTO,Spotted Towhee,Pipilo maculatus,C,40,40,SOMES HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,1,6/11/18,8:24:00,8:34:00,8:24:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,32,32,BUTLER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,1,6/11/18,8:24:00,8:34:00,8:24:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,60,60,BUTLER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,1,6/11/18,8:24:00,8:34:00,8:24:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,S,45,45,BUTLER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,1,6/11/18,8:24:00,8:34:00,8:24:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,45,45,BUTLER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,1,6/11/18,8:24:00,8:34:00,8:24:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,70,70,BUTLER HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,1,6/11/18,8:24:00,8:34:00,8:24:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,S,60,60,BUTLER HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,1,6/11/18,8:24:00,8:34:00,8:25:00,2,2,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,75,75,BUTLER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,1,6/11/18,8:24:00,8:34:00,8:25:00,2,2,1,STJA,Steller's Jay,Cyanocitta stelleri,C,100,100,BUTLER HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,1,6/11/18,8:24:00,8:34:00,8:25:00,2,2,1,PSFL,Pacific-slope Flycatcher,Empidonax difficilis,S,90,90,BUTLER HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,1,6/11/18,8:24:00,8:34:00,8:27:00,4,4,2,BTPI,Band-tailed Pigeon,Patagioenas fasciata,V,200,200,BUTLER HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,1,6/11/18,8:24:00,8:34:00,8:27:00,4,4,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,30,30,BUTLER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,1,6/11/18,8:24:00,8:34:00,8:27:00,4,4,1,SPTO,Spotted Towhee,Pipilo maculatus,C,45,45,BUTLER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,1,6/11/18,8:24:00,8:34:00,8:29:00,6,6,1,PIWO,Pileated Woodpecker,Dryocopus pileatus,C,80,80,BUTLER HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,1,6/11/18,8:24:00,8:34:00,8:33:00,10,10,1,PSFL,Pacific-slope Flycatcher,Empidonax difficilis,V,55,55,BUTLER HS,VS,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,1,6/11/18,8:24:00,8:34:00,8:33:00,10,10,1,PSFL,Pacific-slope Flycatcher,Empidonax difficilis,S,15,15,BUTLER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,2,6/13/18,9:15:00,9:25:00,9:15:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,120,120,Butler HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,2,6/13/18,9:15:00,9:25:00,9:15:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,15,15,Butler HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,2,6/13/18,9:15:00,9:25:00,9:15:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,90,90,Butler HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,2,6/13/18,9:15:00,9:25:00,9:15:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,V,20,20,Butler HS,VC,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,2,6/13/18,9:15:00,9:25:00,9:17:00,3,3,2,STJA,Steller's Jay,Cyanocitta stelleri,V,90,90,Butler HS,VC,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,2,6/13/18,9:15:00,9:25:00,9:17:00,3,3,1,WETA,Western Tanager,Piranga ludoviciana,S,40,40,Butler HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,2,6/13/18,9:15:00,9:25:00,9:18:00,4,4,1,SPTO,Spotted Towhee,Pipilo maculatus,C,35,35,Butler HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,2,6/13/18,9:15:00,9:25:00,9:17:00,3,3,1,NOFL,Northern Flicker,Colaptes auratus,S,100,100,Butler HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,2,6/13/18,9:15:00,9:25:00,9:18:00,4,4,1,HEWA,Hermit Warbler,Setophaga occidentalis,S,110,110,Butler HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,2,6/13/18,9:15:00,9:25:00,9:19:00,5,5,1,SPTO,Spotted Towhee,Pipilo maculatus,S,40,40,Butler HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,2,6/13/18,9:15:00,9:25:00,9:19:00,5,5,1,LAZB,Lazuli Bunting,Passerina amoena,S,35,35,Butler HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,2,6/13/18,9:15:00,9:25:00,9:19:00,5,5,1,WREN,Wrentit,Chamaea fasciata,S,60,60,Butler HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,2,6/13/18,9:15:00,9:25:00,9:22:00,8,8,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,45,45,Butler HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P4,4,KBO_VRPC_4,2,6/13/18,9:15:00,9:25:00,9:22:00,8,8,1,LEGO,Lesser Goldfinch,Spinus psaltria,F,30,30,Butler HS,,"Adlam, Christopher",CLEAN,,,,,
