sum.taxonomy	EB01	EB02	EB03	EB04	EB05	EB06	EB07	EB08	EB09	EB10	EB11	EB12	EB13	EB14	EB15	EB16	EB17	EB18
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;;;	1	13	1	3	3	6	1	1	1	1	0	0	2	0	0	1	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;;Actinomycetales bacterium;	0	0	1	0	0	1	4	0	1	0	3	0	4	2	1	6	3	4
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA;Actinomycetales bacterium;	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA;NA;	11	1	0	3	4	48	30	3	0	22	2	41	0	4	3	0	2	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;;	17	4	88	3	4	7	6	18	21	125	107	76	24	37	187	56	42	53
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium sp. I15A-00823;	1	0	142	3	1138	7	14	5	3	0	1	1	0	0	1	1	2	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;;	0	1	16	3	16	0	2	10	0	0	0	0	0	1	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Williamsiaceae;Williamsia;;	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Frankiales;Cryptosporangiaceae;Cryptosporangium;;	0	0	6	4	12	0	0	1	0	1	1	0	0	0	1	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Frankiales;Cryptosporangiaceae;NA;;	0	0	432	20	74	1	3	21	4	0	0	0	6	3	0	0	0	6
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Frankia;;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans;Jatrophihabitans sp.;	0	114	96	26	28	16	10	30	91	0	2	1	0	0	1	2	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Frankiales;NA;;;	1	0	2	0	1	8	2	0	0	14	3	6	0	0	1	2	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Frankiales;NA;NA;Frankiales bacterium;	0	49	125	9	6	8	8	1	0	8	4	0	0	0	0	1	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;Sporichthya;;	0	0	0	2	0	0	23	0	3	16	2	0	3	2	3	6	1	1
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;Sporichthya;Sporichthya polymorpha;	0	7	138	3	4	0	37	101	34	0	0	1	0	0	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;Sporichthya;Sporichthya sp.;	1	0	0	21	0	0	0	0	0	2	0	0	1	5	3	0	2	1
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus;;	1	140	390	107	210	35	204	333	337	13	37	1	104	22	1	51	6	64
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus;Blastococcus sp. CB 286510;	0	0	1	0	2	0	0	0	2	1	0	0	2	0	0	0	0	2
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus;Blastococcus sp. URHB0062;	0	1	0	0	4	1	7	3	3	0	0	0	3	0	0	0	0	2
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Geodermatophilus;;	0	3	0	2	0	0	2	3	0	1	1	0	0	1	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Modestobacter;;	0	0	0	2	1	0	0	2	0	5	28	0	31	4	0	15	0	30
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;NA;;	0	1	4	0	49	1	1	2	0	5	3	0	14	2	0	16	0	14
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Angustibacter;Angustibacter sp.;	0	0	3	0	0	0	0	0	0	0	3	0	2	0	0	1	0	1
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;;	2	0	2	0	0	0	1	0	0	10	10	5	5	12	5	2	0	7
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;NA;;	1	1	6	1	0	0	3	1	5	2	8	2	0	2	0	1	0	2
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;;	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;;	3	2	3	1	0	1	1	2	5	3	7	5	32	5	7	6	1	13
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Janibacter;;	0	1	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;NA;;	0	2	4	2	2	1	1	5	4	0	1	0	0	1	0	2	0	3
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Phycicoccus;;	0	0	2	4	4	7	12	11	8	0	0	0	1	0	0	0	0	1
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Amnibacterium;Amnibacterium sp. SC-16;	1	0	0	0	0	0	4	0	1	0	2	0	1	3	0	3	1	9
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Frigoribacterium;;	0	0	2	0	0	0	0	0	0	4	2	0	0	0	2	2	0	2
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;;	0	20	12	1	3	0	0	5	4	5	1	2	6	2	2	0	0	3
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;NA;;	11	2	3	0	0	0	0	0	0	47	20	27	78	27	33	22	6	50
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;;	0	0	0	12	8	24	13	0	0	8	61	1	520	20	0	65	6	511
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter sp. SOZ3-2091;	0	8	34	30	37	105	157	39	44	0	1	0	0	0	0	0	0	1
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;NA;;	0	0	0	0	0	0	2	0	0	0	0	0	8	1	0	4	0	8
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Sanguibacteraceae;Sanguibacter;;	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinocatenispora;Actinocatenispora rupis;	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;;	0	0	4	0	0	0	0	1	1	23	7	12	13	4	3	6	2	4
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Allocatelliglobosispora;Allocatelliglobosispora scoriae;	0	0	1	0	2	0	0	3	1	0	0	0	0	0	1	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Dactylosporangium;;	1	0	0	0	0	1	0	0	0	4	7	5	1	5	3	0	0	2
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Luedemannella;Luedemannella sp. 119-1-07;	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;;	0	2	0	1	1	3	0	0	1	1	0	0	0	1	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;NA;;	1	0	0	0	0	6	0	0	0	33	11	5	14	9	1	3	0	6
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Planosporangium;;	0	0	8	1	0	0	2	0	6	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;NA;;	0	0	0	0	0	2	2	1	0	0	3	0	1	2	0	5	0	14
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella;;	1	0	2	0	0	0	3	1	1	17	13	1	9	9	6	28	5	77
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;;	23	29	119	0	18	0	0	15	50	165	25	26	41	40	15	23	15	71
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;Actinobacteria bacterium IMCC26256;	5	0	2	0	0	0	0	0	0	22	8	2	2	11	2	11	2	4
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;actinobacterium BGR 127;	0	0	3	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;actinobacterium CH9;	0	0	4	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;actinobacterium enrichment culture clone CTBE CDB1001A04;	0	35	41	0	2	0	1	3	16	1	1	0	1	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;actinobacterium enrichment culture clone Lpl4-94;	0	3	24	1	1	1	0	2	3	5	0	0	11	0	0	0	0	2
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;actinobacterium L2002;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;actinobacterium SCGC AAA007-L10;	0	4	34	2	1	3	5	9	17	0	0	0	0	1	0	0	1	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;actinobacterium SCGC AAA041-L20;	1	0	4	1	2	0	2	3	0	3	2	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;actinobacterium YJF1-30;	3	0	10	0	0	6	0	9	28	18	2	6	0	1	0	1	1	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;actinobacterium YNPRH1P-1;	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;bacterium Ellin5129;	0	0	1	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;bacterium Ellin6090;	1	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;;	2	9	2	0	2	0	0	6	1	1	6	1	8	4	3	9	0	5
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;Aeromicrobium sp. HJX17;	0	0	0	0	1	0	2	1	3	0	0	0	0	1	0	1	1	1
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;;	2	0	1	3	1	0	3	1	2	22	1	6	16	6	9	5	5	10
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella sp. enrichment culture clone VanCtr42;	0	19	61	13	3	45	35	49	68	11	1	1	4	4	0	0	1	3
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;;	3	405	868	1	16	1	2	135	345	16	5	2	23	13	9	18	0	32
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;Marmoricola aequoreus;	1	0	1	0	0	0	0	0	3	1	0	1	0	0	1	1	1	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;NA;;	12	1	10	0	0	0	0	3	3	19	9	22	1	7	9	13	2	6
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;;	3	0	0	1	0	0	0	0	7	13	6	1	57	19	5	14	2	48
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides dilutus;	0	0	2	0	0	0	0	0	1	0	0	0	5	0	0	0	0	2
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. MSL 21;	0	5	31	1	9	11	11	6	9	1	0	0	1	0	0	1	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. URHD0050;	3	0	7	0	0	0	3	0	0	5	0	2	8	2	2	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Aestuariimicrobium;Aestuariimicrobium kwangyangense;	0	0	8	3	1	12	5	2	4	1	0	0	0	2	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;;	0	0	0	0	0	0	3	0	0	52	27	3	8	6	13	30	7	8
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;;	0	1	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;;	0	1	22	6	2	23	9	6	4	4	0	6	7	3	7	4	1	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Goodfellowiella;Goodfellowiella coeruleoviolacea;	1	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Kibdelosporangium;;	0	0	0	1	0	0	0	0	4	17	1	1	0	0	2	1	0	3
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Lentzea;;	0	2	4	4	1	10	6	10	52	0	2	0	8	3	0	1	0	1
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;NA;;	0	19	90	18	32	33	30	38	48	2	3	2	2	3	5	3	2	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;;	11	1	3	3	2	2	1	5	5	74	55	7	22	27	15	27	9	36
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp.;	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	1	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia spinosispora;	0	0	1	0	0	1	0	0	0	3	0	3	1	0	1	0	2	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Umezawaea;;	0	0	3	1	1	0	0	1	0	1	0	0	2	0	0	0	0	1
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Umezawaea;Umezawaea tangerina;	0	2	3	1	1	1	3	1	3	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;NA;;	0	0	0	0	0	0	1	0	1	3	0	3	1	0	1	1	1	3
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus sp. MUSC34T;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;;	5	0	0	1	5	0	2	0	0	29	10	211	5	15	18	13	8	8
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp.;	0	0	0	0	10	2	11	10	1	1	0	1	0	0	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;NA;;	0	0	0	0	1	2	0	0	0	0	6	0	0	0	1	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea;;	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Streptosporangium;;	0	0	0	0	0	1	0	0	0	4	2	0	5	0	0	2	0	1
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinoallomurus;;	0	2	16	1	0	0	2	3	5	10	10	8	0	1	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinoallomurus;Actinoallomurus bryophytorum;	1	0	4	0	0	0	1	0	1	2	0	0	0	0	1	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinocorallia;Actinocorallia longicatena;	0	4	11	1	9	3	13	9	5	1	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;NA;;	0	0	3	0	2	0	3	3	2	1	0	1	0	0	0	0	0	1
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;NA;Thermomonosporaceae bacterium YE4-D4-16-CH2;	0	12	17	5	3	4	7	6	17	3	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;NA;Thermomonosporaceae str. IM-6903;	0	1	0	0	0	1	0	0	0	2	1	1	0	0	0	1	0	0
Prokaryota;Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Thermomonospora;Thermomonospora chromogena;	0	5	5	4	4	9	8	12	9	0	20	0	0	0	0	0	0	0
NA;NA;NA;NA;;NA;;;	61	3	64	2	6	2	6	16	39	443	172	85	165	112	97	136	68	64
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;;	7	0	5	0	1	0	0	0	1	63	42	26	6	26	12	46	17	10
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;bacterium Ellin301;	6	0	0	0	0	0	0	0	1	6	6	23	0	0	0	3	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;bacterium Ellin325;	0	0	0	1	0	0	2	2	3	0	0	1	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;bacterium Ellin504;	1	0	0	0	0	0	0	1	1	7	6	0	1	2	1	4	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;bacterium Ellin5082;	0	11	16	3	4	12	6	7	1	7	1	1	0	1	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;NA;;;	0	0	0	0	0	0	14	0	0	1	0	0	1	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;;	1	1	5	1	1	0	4	5	4	14	3	0	2	4	1	9	1	4
Prokaryota;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;;	7	0	0	0	0	4	0	0	0	95	14	15	33	20	15	22	5	13
